EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated
104834,2019,31,Travel_Rarely,874,HR,6,Diploma,1,1268,2,Male,79,3,3,Single,5325,22375,3,Y,No,11,3,2,80,1,9,2,2,3,1,1,1,No,,,,PHL,L2
104835,2019,50,Travel_Rarely,647,Sales,7,Bachelors,1,1905,3,Male,72,3,2,Married,2281,3557,6,Y,No,11,1,3,80,0,12,3,1,3,3,3,3,Yes,2022,cost cutting,Involuntary,BOS,L1
104836,2019,37,Travel_Rarely,217,Marketing,22,Bachelors,1,2008,1,Male,51,3,4,Single,4107,5310,6,Y,No,13,3,1,80,0,16,2,3,3,3,1,3,No,,,,CAL,L2
104837,2019,27,Travel_Rarely,1138,Product,7,Bachelors,1,501,2,Female,57,3,2,Married,6092,3428,1,Y,No,17,3,1,80,1,7,3,2,3,2,1,3,No,,,,TOR,L2
104838,2019,32,Travel_Rarely,1012,Marketing,2,Diploma,1,1707,1,Male,72,2,4,Divorced,3892,4157,0,Y,No,17,3,4,80,0,8,2,2,3,1,1,2,No,,,,BOS,L1
104839,2019,25,Travel_Frequently,1136,HR,11,Bachelors,1,519,1,Male,66,2,3,Married,2694,14473,1,Y,Yes,14,4,3,80,0,5,3,2,2,2,1,1,Yes,2021,retiring,Voluntary,CAL,L1
104840,2019,32,Travel_Rarely,1017,Marketing,3,Diploma,1,727,3,Male,39,3,3,Divorced,11157,19372,3,Y,No,14,3,3,80,0,10,5,3,3,3,3,3,No,,,,TOR,L3
104841,2019,49,Travel_Rarely,429,Delivery,3,Bachelors,1,449,3,Male,93,3,2,Married,13700,7281,3,Y,No,18,3,3,80,0,19,5,3,3,3,1,1,No,,,,VAN,L3
104842,2019,41,Travel_Rarely,1158,Sales,14,Masters,1,172,2,Male,89,3,4,Married,9656,23074,0,Y,Yes,14,3,2,80,1,10,4,2,3,2,1,3,No,,,,CAL,L3
104843,2019,40,Travel_Rarely,560,Corporate Functions,6,Bachelors,1,761,4,Male,74,3,2,Married,11282,23850,6,Y,No,12,3,2,80,1,12,2,3,3,3,2,3,No,,,,MKM,L3
104844,2019,32,Travel_Rarely,1140,Delivery,28,Masters,1,1546,2,Male,87,1,2,Married,6633,3225,1,Y,No,14,3,2,80,1,8,2,2,3,2,1,3,No,,,,BOS,L2
104845,2019,51,Travel_Rarely,1422,Marketing,5,Doctorate,1,204,2,Male,36,3,2,Married,2260,16050,1,Y,No,19,3,4,80,0,12,3,1,3,3,2,2,No,,,,BOS,L1
104846,2019,40,Travel_Rarely,1193,Marketing,13,Bachelors,1,321,2,Female,37,3,1,Divorced,5311,6597,5,Y,No,12,3,1,80,1,9,3,3,3,2,1,2,No,,,,BOS,L2
104847,2019,30,Travel_Rarely,863,HR,1,Bachelors,1,818,3,Male,74,3,2,Single,5422,20159,1,Y,No,14,3,1,80,1,6,2,3,3,2,2,2,No,,,,TOR,L2
104848,2019,37,Travel_Rarely,1048,Delivery,7,Diploma,1,652,2,Male,59,3,2,Married,10094,18848,2,Y,No,19,3,2,80,0,19,2,3,3,2,1,2,No,,,,OTT,L3
104849,2019,36,Travel_Rarely,568,Product,6,Doctorate,1,1334,2,Female,39,4,3,Divorced,3345,18824,1,Y,No,14,3,3,80,0,8,3,3,3,2,1,2,No,,,,PHL,L1
104850,2019,25,Travel_Rarely,682,HR,3,Bachelors,1,580,1,Male,86,2,1,Single,4005,9456,4,Y,Yes,13,5,3,80,1,5,4,2,1,1,1,1,Yes,2020,retiring,Voluntary,VAN,L1
104851,2019,42,Travel_Rarely,782,Delivery,2,Masters,1,1685,3,Male,84,3,3,Single,7846,14648,1,Y,Yes,19,3,2,80,1,9,3,3,3,3,2,2,No,,,,TOR,L3
104852,2019,31,Travel_Rarely,887,Marketing,3,Bachelors,1,432,1,Male,78,3,4,Married,4961,10365,4,Y,Yes,14,3,3,80,0,8,1,2,3,2,1,2,No,,,,VAN,L1
104853,2019,43,Travel_Rarely,352,Delivery,23,Masters,1,667,1,Male,89,2,1,Single,4140,5808,2,Y,No,13,4,3,80,2,5,3,3,1,1,1,1,Yes,2020,return to school,Voluntary,TOR,L1
104854,2019,33,Travel_Rarely,759,Marketing,18,Bachelors,1,1761,1,Male,60,1,4,Married,5504,21727,4,Y,No,12,5,3,80,1,8,2,2,2,2,1,2,Yes,2021,medical issues,Voluntary,CAL,L2
104855,2019,28,Travel_Rarely,306,Marketing,5,Bachelors,1,873,2,Male,61,1,1,Single,2295,4997,3,Y,Yes,11,4,3,80,0,7,3,2,2,2,1,2,Yes,2021,long hours,Voluntary,VAN,L1
104856,2019,54,Travel_Rarely,362,Delivery,5,Diploma,1,1329,3,Male,45,2,4,Divorced,5205,16426,4,Y,No,18,3,3,80,0,11,2,3,3,1,1,2,No,,,,NYC,L2
104857,2019,28,Travel_Rarely,1341,Product,6,Bachelors,1,1118,2,Female,55,2,3,Married,3046,26382,1,Y,No,12,3,1,80,1,8,4,3,3,3,1,3,No,,,,PHL,L1
104858,2019,48,Travel_Frequently,560,Corporate Functions,7,Masters,1,681,2,Male,47,3,1,Single,18257,25896,7,Y,Yes,13,3,3,80,0,23,3,3,3,3,1,2,No,,,,NYC,L4
104859,2019,27,Travel_Rarely,1212,Delivery,15,Diploma,1,1026,3,Female,75,2,4,Divorced,2467,23024,1,Y,Yes,12,3,3,80,0,1,3,1,1,1,1,1,Yes,2020,retiring,Voluntary,MKM,L1
104860,2019,35,Travel_Rarely,244,HR,11,Diploma,1,1639,3,Male,94,3,1,Married,5187,6121,3,Y,No,16,1,3,80,1,10,3,2,3,1,1,2,Yes,2022,restructuring,Involuntary,BOS,L2
104861,2019,30,Travel_Rarely,502,HR,26,Doctorate,1,742,2,Male,99,3,3,Married,5298,25264,6,Y,No,23,4,3,80,0,10,2,2,3,3,3,3,No,,,,PHL,L2
104862,2019,29,Travel_Rarely,1170,Marketing,13,Bachelors,1,1525,2,Male,80,2,3,Divorced,8690,23975,1,Y,No,15,3,3,80,1,8,2,3,3,3,1,2,No,,,,BOS,L2
104863,2019,44,Travel_Frequently,815,HR,8,Bachelors,1,856,2,Male,59,3,2,Single,10214,15320,4,Y,No,16,3,4,80,0,14,3,2,3,2,3,2,No,,,,NYC,L3
104864,2019,37,Travel_Rarely,599,Corporate Functions,4,Masters,1,669,4,Male,40,2,2,Married,6018,5304,5,Y,No,12,3,3,80,1,10,2,2,3,2,1,1,No,,,,VAN,L2
104865,2019,34,Travel_Frequently,260,Marketing,9,Doctorate,1,1807,4,Male,86,3,1,Married,5126,5971,3,Y,No,16,1,2,80,0,10,3,1,3,1,1,3,Yes,2022,cost cutting,Involuntary,BOS,L2
104866,2019,28,Travel_Rarely,1105,HR,7,Bachelors,1,459,2,Male,57,3,2,Married,6238,3394,1,Y,No,17,3,1,80,0,8,2,3,3,3,1,3,No,,,,BOS,L2
104867,2019,30,Travel_Rarely,1312,HR,3,Bachelors,1,1761,4,Male,78,2,1,Married,4919,26373,1,Y,No,15,3,3,80,0,9,2,3,3,2,1,2,No,,,,TOR,L1
104868,2019,42,Travel_Frequently,463,Delivery,1,Masters,1,1734,3,Female,98,2,1,Married,2346,11119,1,Y,Yes,12,5,3,80,2,5,2,2,2,1,1,1,Yes,2021,career change,Voluntary,MKM,L1
104869,2019,32,Travel_Rarely,469,Delivery,19,Doctorate,1,1471,3,Male,85,2,3,Single,5940,21393,2,Y,Yes,14,1,4,80,2,9,2,2,3,1,2,2,Yes,2022,Layoffs,Involuntary,PHL,L2
104870,2019,29,Travel_Frequently,403,HR,8,Diploma,1,1775,1,Male,51,1,2,Married,2717,14718,1,Y,Yes,13,4,2,80,0,2,2,3,1,1,1,1,Yes,2020,return to school,Voluntary,TOR,L1
104871,2019,36,Travel_Rarely,944,Marketing,1,Diploma,1,1804,1,Female,47,1,2,Married,6733,12628,6,Y,No,14,5,2,80,0,10,2,3,1,1,1,1,Yes,2020,reallocation out of the area,Voluntary,MKM,L2
104872,2019,25,Travel_Rarely,370,Sales,4,Bachelors,1,429,2,Female,44,2,3,Single,5597,26831,2,Y,Yes,11,3,3,80,0,5,1,3,2,2,1,1,Yes,2021,medical issues,Voluntary,CAL,L1
104873,2019,50,Travel_Rarely,1177,Delivery,15,Bachelors,1,1273,2,Male,51,3,2,Married,8726,5853,2,Y,No,16,1,1,80,1,11,2,3,3,2,2,2,Yes,2022,poor work performance,Involuntary,PHL,L3
104874,2019,39,Travel_Rarely,1415,HR,11,Diploma,1,1473,1,Male,90,1,1,Single,5758,9054,6,Y,No,13,4,2,80,1,11,2,2,1,1,1,1,Yes,2020,unhappy,Voluntary,BOS,L2
104875,2019,27,Travel_Rarely,1417,Sales,9,Diploma,1,62,2,Male,49,2,3,Single,3197,11047,1,Y,Yes,12,4,3,80,0,1,2,2,1,1,1,1,Yes,2020,retiring,Voluntary,CAL,L1
104876,2019,28,Travel_Rarely,750,Marketing,7,Masters,1,1302,3,Male,35,3,3,Single,4379,10221,1,Y,Yes,21,2,1,80,0,8,2,4,3,2,2,2,Yes,2022,poor work performance,Involuntary,NYC,L2
104877,2019,29,Travel_Frequently,878,HR,8,Diploma,1,1046,3,Female,91,2,1,Married,2456,11534,6,Y,Yes,19,3,3,80,0,3,4,3,1,1,1,1,Yes,2020,reallocation out of the area,Voluntary,PHL,L1
104878,2019,29,Travel_Frequently,448,Sales,2,Bachelors,1,1103,1,Male,62,3,1,Married,2099,15224,5,Y,Yes,13,4,2,80,0,6,2,3,2,1,1,1,Yes,2021,medical issues,Voluntary,NYC,L1
104879,2019,50,Travel_Frequently,272,Corporate Functions,19,Bachelors,1,351,2,Male,78,3,3,Married,9245,23805,2,Y,No,15,3,2,80,1,11,3,1,3,2,1,2,No,,,,CAL,L3
104880,2019,29,Travel_Rarely,974,Sales,8,Masters,1,1770,3,Male,76,3,2,Married,3316,6119,3,Y,No,14,3,2,80,0,9,3,2,3,2,2,2,No,,,,TOR,L1
104881,2019,47,Travel_Rarely,437,Delivery,4,Masters,1,1340,3,Female,66,3,3,Married,6687,15698,4,Y,No,13,3,2,80,1,11,2,2,3,1,1,2,No,,,,NYC,L2
104882,2019,51,Travel_Frequently,626,HR,6,Bachelors,1,713,3,Male,55,2,3,Divorced,2300,13284,8,Y,No,14,4,3,80,0,3,3,2,1,1,1,1,Yes,2020,career change,Voluntary,BOS,L1
104883,2019,47,Travel_Rarely,1111,Marketing,14,Diploma,1,1574,3,Male,65,3,1,Single,2385,16560,7,Y,No,12,3,4,80,0,9,3,2,3,1,3,2,No,,,,MKM,L1
104884,2019,38,Travel_Rarely,967,HR,3,Doctorate,1,369,3,Female,72,3,2,Married,9275,9163,3,Y,No,14,3,1,80,0,10,2,3,3,2,1,2,No,,,,PHL,L3
104885,2019,35,Travel_Frequently,322,HR,9,Doctorate,1,1808,4,Male,70,3,1,Married,4611,5419,2,Y,No,15,2,2,80,0,10,3,1,3,1,1,3,Yes,2022,poor work performance,Involuntary,BOS,L2
104886,2019,40,Travel_Rarely,605,Corporate Functions,16,Diploma,1,1862,2,Male,94,3,3,Married,5154,5930,2,Y,No,11,3,3,80,1,9,0,3,3,2,1,3,No,,,,CAL,L1
104887,2019,44,Travel_Rarely,720,Sales,17,Diploma,1,504,3,Female,69,3,3,Married,9671,6774,2,Y,No,11,3,3,80,0,16,3,2,3,2,2,1,No,,,,MKM,L3
104888,2019,46,Travel_Rarely,928,Corporate Functions,4,Doctorate,1,251,1,Male,60,2,2,Married,5358,24647,4,Y,No,11,3,4,80,0,16,2,2,3,3,2,2,No,,,,VAN,L2
104889,2019,35,Travel_Rarely,1093,Product,8,Doctorate,1,991,4,Male,75,3,1,Married,2363,4110,5,Y,Yes,19,5,3,80,0,6,2,1,1,1,1,1,Yes,2020,reallocation out of the area,Voluntary,VAN,L1
104890,2019,29,Travel_Rarely,462,Corporate Functions,10,Masters,1,597,1,Male,74,2,1,Married,2289,14551,1,Y,No,16,4,3,80,0,1,2,3,1,1,1,1,Yes,2020,medical issues,Voluntary,TOR,L1
104891,2019,32,Non-Travel,1118,Corporate Functions,28,Doctorate,1,1041,3,Male,67,3,2,Single,4011,11116,8,Y,No,12,3,2,80,0,9,2,3,3,3,3,3,No,,,,OTT,L1
104892,2019,46,Travel_Rarely,370,Sales,3,Bachelors,1,602,2,Male,50,2,3,Married,5516,21244,4,Y,Yes,16,1,2,80,0,12,3,2,3,3,3,2,Yes,2022,restructuring,Involuntary,NYC,L2
104893,2019,49,Travel_Rarely,958,Sales,1,Doctorate,1,1112,3,Female,80,3,3,Single,4727,17250,3,Y,No,14,3,4,80,0,5,3,2,1,1,1,1,Yes,2020,medical issues,Voluntary,NYC,L1
104894,2019,43,Travel_Rarely,904,Marketing,7,Diploma,1,385,4,Female,85,2,1,Married,17161,13114,3,Y,No,13,3,2,80,1,22,2,2,3,3,3,3,No,,,,CAL,L4
104895,2019,21,Travel_Frequently,633,HR,2,Bachelors,1,284,3,Male,95,1,1,Married,2366,20929,0,Y,Yes,20,4,1,80,0,1,4,3,1,1,1,1,Yes,2020,return to school,Voluntary,NYC,L1
104896,2019,34,Travel_Rarely,207,Product,13,Doctorate,1,656,2,Male,31,3,3,Single,2584,2901,1,Y,No,17,3,3,80,1,8,2,3,3,1,1,3,No,,,,VAN,L1
104897,2019,39,Travel_Rarely,782,Corporate Functions,9,Bachelors,1,1962,1,Female,66,2,2,Divorced,5701,4144,4,Y,No,16,3,3,80,1,12,2,3,3,2,2,3,No,,,,OTT,L2
104898,2019,31,Travel_Rarely,877,Sales,17,Masters,1,1660,1,Male,77,3,3,Single,7626,19555,1,Y,Yes,13,5,1,80,2,10,2,2,2,1,1,1,Yes,2021,career change,Voluntary,CAL,L2
104899,2019,36,Travel_Rarely,1074,HR,18,Diploma,1,1953,2,Male,73,2,3,Divorced,5730,24575,1,Y,No,14,3,3,80,1,11,2,3,3,1,1,1,No,,,,PHL,L2
104900,2019,50,Travel_Rarely,970,Delivery,5,Diploma,1,1304,2,Male,40,2,2,Divorced,2838,4250,0,Y,No,14,3,2,80,0,7,5,2,3,1,3,3,No,,,,PHL,L1
104901,2019,32,Travel_Rarely,669,Product,9,Doctorate,1,1241,1,Male,76,3,1,Single,8215,18471,0,Y,Yes,16,4,1,80,0,6,2,3,2,1,1,1,Yes,2021,return to school,Voluntary,MKM,L2
104902,2019,49,Travel_Rarely,1084,Sales,16,Doctorate,1,1093,2,Male,75,3,2,Married,11270,11328,5,Y,No,12,3,3,80,1,16,1,2,3,2,1,1,No,,,,BOS,L3
104903,2019,30,Travel_Rarely,242,Sales,10,Diploma,1,1311,1,Male,38,1,2,Single,1423,22404,1,Y,Yes,12,5,2,80,0,1,3,3,1,1,1,1,Yes,2020,return to school,Voluntary,MKM,L1
104904,2019,35,Travel_Rarely,391,Sales,11,Diploma,1,589,2,Male,66,2,3,Married,4484,18929,4,Y,No,12,3,3,80,0,10,2,3,3,3,2,3,No,,,,NYC,L1
104905,2019,26,Travel_Rarely,795,Corporate Functions,17,Doctorate,1,1898,2,Male,41,2,3,Married,3659,7094,2,Y,No,20,3,3,80,1,8,4,2,3,3,2,3,No,,,,BOS,L1
104906,2019,30,Travel_Rarely,555,Delivery,3,Bachelors,1,1542,3,Male,32,3,2,Single,4050,4165,1,Y,No,12,2,1,80,0,6,2,1,3,1,3,3,Yes,2022,poor work performance,Involuntary,BOS,L1
104907,2019,38,Travel_Frequently,714,Delivery,14,Doctorate,1,853,1,Male,65,3,2,Married,9323,22408,5,Y,No,14,4,1,80,0,11,2,2,2,1,1,1,Yes,2021,unhappy,Voluntary,TOR,L3
104908,2019,38,Travel_Rarely,902,Product,9,Masters,1,1716,1,Male,64,2,1,Married,9992,5520,2,Y,No,11,1,3,80,0,11,3,2,3,2,2,2,Yes,2022,restructuring,Involuntary,PHL,L2
104909,2019,37,Travel_Rarely,629,HR,11,Doctorate,1,585,3,Female,82,3,3,Divorced,4345,5857,3,Y,No,12,3,2,80,1,7,3,3,3,1,1,1,No,,,,VAN,L2
104910,2019,37,Travel_Rarely,795,Delivery,9,Doctorate,1,1098,3,Male,70,2,3,Divorced,8691,5557,0,Y,No,14,3,2,80,1,9,2,2,3,3,1,3,No,,,,VAN,L2
104911,2019,30,Travel_Rarely,149,Delivery,7,Bachelors,1,221,3,Male,73,3,1,Single,3128,10758,2,Y,No,12,3,3,80,1,10,3,3,3,3,2,3,No,,,,CAL,L1
104912,2019,33,Travel_Rarely,1008,Corporate Functions,3,Bachelors,1,741,3,Male,42,3,3,Divorced,11117,19359,3,Y,No,14,3,3,80,0,10,5,3,3,3,3,3,No,,,,VAN,L3
104913,2019,45,Travel_Rarely,534,Delivery,5,Doctorate,1,378,2,Male,70,1,2,Married,16745,15110,2,Y,No,12,3,2,80,0,26,2,2,3,2,2,2,No,,,,OTT,L4
104914,2019,38,Travel_Rarely,1208,Delivery,8,Diploma,1,1814,3,Male,86,3,2,Divorced,4038,13078,2,Y,No,13,3,3,80,0,15,3,2,3,1,1,2,No,,,,NYC,L1
104915,2019,33,Travel_Rarely,425,Product,3,Bachelors,1,1454,2,Male,74,3,1,Married,9792,3453,1,Y,No,15,3,2,80,0,13,2,2,3,1,1,2,No,,,,NYC,L2
104916,2019,40,Travel_Rarely,785,Corporate Functions,8,Doctorate,1,279,3,Male,89,2,3,Single,8068,21198,3,Y,No,13,3,3,80,1,11,2,3,3,3,1,3,No,,,,NYC,L3
104917,2019,29,Travel_Rarely,786,Product,6,Masters,1,1313,1,Male,40,2,2,Single,3366,17275,2,Y,Yes,13,2,1,80,1,10,2,3,3,3,3,3,Yes,2022,restructuring,Involuntary,BOS,L1
104918,2019,40,Travel_Rarely,554,Corporate Functions,8,Doctorate,1,970,2,Male,59,2,1,Single,2554,7610,1,Y,No,13,3,3,80,0,7,0,3,3,2,2,1,No,,,,VAN,L1
104919,2019,30,Travel_Rarely,1057,Marketing,2,Bachelors,1,408,3,Male,57,3,4,Married,2543,7024,1,Y,No,13,3,3,80,0,10,2,2,3,2,2,2,No,,,,VAN,L1
104920,2019,28,Travel_Rarely,1476,Sales,15,Diploma,1,401,2,Female,68,3,1,Married,5654,4798,0,Y,No,19,3,3,80,0,9,2,2,3,2,1,3,No,,,,PHL,L2
104921,2019,34,Travel_Rarely,831,HR,1,Bachelors,1,1458,1,Male,66,2,4,Single,7271,12478,0,Y,No,16,3,1,80,0,7,2,3,3,2,1,2,No,,,,VAN,L2
104922,2019,30,Travel_Rarely,419,Product,8,Diploma,1,1232,3,Male,52,2,1,Single,2275,10133,1,Y,Yes,18,5,1,80,0,4,0,2,2,1,1,1,Yes,2021,return to school,Voluntary,VAN,L1
104923,2019,42,Travel_Rarely,1420,Marketing,2,Masters,1,1858,1,Male,89,3,3,Married,5640,19212,1,Y,No,19,3,2,80,0,7,5,3,3,3,3,3,No,,,,PHL,L2
104924,2019,30,Travel_Rarely,448,Delivery,10,Doctorate,1,858,3,Male,45,2,1,Divorced,8775,5056,0,Y,No,18,3,2,80,2,9,3,2,3,3,1,3,No,,,,CAL,L3
104925,2019,34,Travel_Rarely,291,Product,27,Doctorate,1,1444,2,Female,79,2,2,Divorced,5438,17406,3,Y,No,13,3,1,80,2,10,1,2,3,3,3,3,No,,,,VAN,L2
104926,2019,37,Travel_Frequently,559,Corporate Functions,3,Diploma,1,653,3,Female,37,3,2,Married,9516,9554,2,Y,No,15,3,2,80,1,10,1,2,3,2,2,3,No,,,,TOR,L3
104927,2019,32,Travel_Rarely,924,Product,2,Diploma,1,1040,3,Male,66,2,2,Divorced,5296,8015,2,Y,No,11,5,1,80,1,7,1,3,3,2,2,2,Yes,2022,long hours,Voluntary,NYC,L2
104928,2019,39,Travel_Rarely,548,Corporate Functions,14,Bachelors,1,1741,3,Male,43,3,2,Single,5452,9463,4,Y,No,14,3,3,80,0,15,3,3,3,2,1,3,No,,,,NYC,L2
104929,2019,38,Travel_Rarely,1220,Delivery,18,Diploma,1,988,3,Male,57,3,2,Married,3864,10925,6,Y,No,13,3,2,80,0,8,2,3,3,2,2,2,No,,,,PHL,L1
104930,2019,38,Travel_Rarely,881,HR,1,Masters,1,325,1,Male,58,1,4,Divorced,8162,13076,3,Y,Yes,22,4,3,80,1,9,2,3,3,2,1,2,No,,,,VAN,L2
104931,2019,28,Travel_Frequently,1136,Marketing,10,Masters,1,1777,3,Male,65,2,1,Married,2410,15865,3,Y,Yes,16,4,3,80,0,2,5,3,1,1,1,1,Yes,2020,long hours,Voluntary,PHL,L1
104932,2019,29,Travel_Rarely,1136,Delivery,8,Diploma,1,1440,1,Male,54,2,3,Married,4661,23680,0,Y,No,13,3,1,80,1,9,5,2,3,1,3,3,No,,,,TOR,L1
104933,2019,47,Travel_Rarely,812,Delivery,4,Masters,1,280,3,Female,65,2,2,Married,10597,2976,3,Y,No,13,3,3,80,0,20,3,2,3,3,2,2,No,,,,CAL,L3
104934,2019,27,Travel_Rarely,1033,Marketing,5,Diploma,1,619,3,Male,55,2,3,Single,5878,8484,1,Y,No,12,1,2,80,0,9,0,3,3,3,3,2,Yes,2022,restructuring,Involuntary,NYC,L2
104935,2019,34,Travel_Rarely,1353,HR,18,Doctorate,1,517,1,Male,65,3,4,Married,5414,4709,7,Y,Yes,13,3,1,80,0,9,3,2,2,1,1,2,Yes,2021,offered more money,Voluntary,VAN,L2
104936,2019,33,Travel_Rarely,716,Marketing,8,Masters,1,1581,4,Female,82,2,2,Married,5364,15440,1,Y,No,13,3,1,80,1,9,2,2,3,1,2,3,No,,,,MKM,L2
104937,2019,48,Travel_Rarely,1124,Product,6,Bachelors,1,1027,1,Female,69,3,3,Married,2780,12204,2,Y,No,19,3,2,80,0,17,4,3,3,2,1,2,No,,,,BOS,L1
104938,2019,43,Travel_Rarely,813,HR,6,Diploma,1,788,2,Male,44,3,3,Divorced,10368,15511,1,Y,No,15,3,3,80,0,15,3,2,3,1,2,2,No,,,,CAL,L3
104939,2019,26,Travel_Rarely,701,Sales,21,Masters,1,747,3,Female,68,1,4,Divorced,2379,23154,1,Y,Yes,16,3,2,80,0,1,3,1,1,1,1,1,Yes,2020,return to school,Voluntary,MKM,L1
104940,2019,33,Travel_Rarely,1087,Delivery,12,Diploma,1,529,3,Male,62,2,3,Married,8149,14191,2,Y,Yes,16,3,2,80,0,10,2,3,3,3,2,2,No,,,,TOR,L3
104941,2019,32,Travel_Rarely,649,Marketing,3,Bachelors,1,294,3,Female,56,2,2,Married,3851,9740,1,Y,Yes,16,4,3,80,0,5,2,1,2,1,1,1,Yes,2021,reallocation out of the area,Voluntary,CAL,L1
104942,2019,32,Travel_Rarely,992,Marketing,2,Masters,1,784,3,Male,39,2,3,Divorced,11046,19400,2,Y,No,15,3,3,80,0,10,5,3,3,3,3,3,No,,,,NYC,L3
104943,2019,42,Travel_Rarely,1030,Delivery,3,Doctorate,1,601,2,Male,58,3,2,Single,8108,18448,1,Y,No,12,3,4,80,0,14,3,3,3,2,1,3,No,,,,PHL,L2
104944,2019,34,Travel_Frequently,598,Sales,1,Masters,1,724,2,Female,76,2,4,Divorced,4225,5504,1,Y,Yes,13,3,1,80,1,7,3,3,3,1,1,1,No,,,,OTT,L1
104945,2019,31,Travel_Rarely,280,Sales,15,Masters,1,560,3,Female,82,3,4,Married,5295,20326,1,Y,Yes,13,3,4,80,0,8,2,3,3,3,1,3,No,,,,MKM,L2
104946,2019,31,Travel_Rarely,1162,Corporate Functions,15,Diploma,1,922,4,Male,46,2,4,Married,4222,19163,2,Y,No,24,4,3,80,1,8,2,1,3,2,1,2,No,,,,BOS,L2
104947,2019,44,Travel_Rarely,1062,HR,17,Bachelors,1,1465,2,Male,93,1,1,Divorced,10749,19840,2,Y,No,18,3,2,80,0,22,2,2,3,3,1,3,No,,,,TOR,L3
104948,2019,34,Travel_Rarely,719,HR,2,Diploma,1,1187,1,Male,50,2,1,Single,3961,16835,3,Y,Yes,20,4,2,80,0,8,2,3,1,1,1,1,Yes,2020,long hours,Voluntary,CAL,L1
104949,2019,20,Travel_Rarely,448,HR,20,Doctorate,1,962,3,Female,36,2,2,Single,2131,9959,1,Y,Yes,12,4,2,80,0,1,2,4,1,1,1,1,Yes,2020,return to school,Voluntary,PHL,L1
104950,2019,31,Travel_Rarely,645,HR,19,Doctorate,1,225,2,Female,69,1,3,Married,4575,24691,3,Y,No,11,4,3,80,0,4,2,3,1,1,1,1,Yes,2020,long hours,Voluntary,TOR,L2
104951,2019,36,Travel_Rarely,272,HR,3,Bachelors,1,1806,1,Male,76,2,3,Single,5066,14079,0,Y,No,12,3,3,80,0,7,1,3,3,2,2,2,No,,,,CAL,L1
104952,2019,44,Travel_Frequently,1195,Corporate Functions,10,Doctorate,1,323,1,Male,54,1,3,Single,11711,24959,3,Y,No,13,4,4,80,0,16,2,3,2,2,1,2,Yes,2021,long hours,Voluntary,TOR,L3
104953,2019,27,Travel_Rarely,1189,Delivery,7,Bachelors,1,773,3,Male,44,2,3,Married,3761,4628,1,Y,Yes,17,1,2,80,0,7,3,3,3,2,2,3,Yes,2022,poor work performance,Involuntary,NYC,L1
104954,2019,34,Travel_Rarely,710,Marketing,7,Doctorate,1,1612,4,Male,77,2,3,Single,4897,15350,0,Y,No,14,3,2,80,0,7,3,2,3,1,2,2,No,,,,OTT,L2
104955,2019,38,Travel_Rarely,1158,Product,15,Masters,1,979,1,Male,79,3,2,Divorced,12223,16264,4,Y,No,14,3,3,80,0,20,2,1,2,1,2,1,Yes,2021,medical issues,Voluntary,BOS,L3
104956,2019,49,Travel_Rarely,825,HR,1,Masters,1,268,3,Female,70,3,3,Married,19407,23868,3,Y,No,11,3,3,80,0,30,2,2,3,1,1,2,No,,,,NYC,L5
104957,2019,35,Travel_Rarely,329,HR,26,Diploma,1,1259,2,Male,67,2,3,Married,5592,17317,5,Y,No,13,3,2,80,2,9,1,3,3,2,2,2,No,,,,CAL,L2
104958,2019,29,Travel_Rarely,450,HR,12,Diploma,1,646,2,Male,74,2,1,Married,2034,14472,1,Y,Yes,17,5,3,80,0,1,2,3,1,1,1,1,Yes,2020,career change,Voluntary,VAN,L1
104959,2019,25,Travel_Rarely,615,Marketing,8,Bachelors,1,1957,4,Male,34,3,1,Single,1833,26910,1,Y,Yes,19,5,1,80,0,1,3,2,1,1,1,1,Yes,2020,unhappy,Voluntary,BOS,L1
104960,2019,30,Travel_Rarely,205,Sales,7,Bachelors,1,423,2,Male,90,3,3,Married,7147,12179,3,Y,No,11,3,1,80,1,9,2,2,3,3,3,3,No,,,,VAN,L2
104961,2019,37,Travel_Rarely,1267,HR,26,Bachelors,1,50,3,Male,88,3,3,Married,5205,16603,5,Y,No,12,3,2,80,1,17,3,2,3,3,3,3,No,,,,NYC,L2
104962,2019,30,Travel_Rarely,634,Marketing,9,Doctorate,1,250,3,Male,42,1,3,Single,4688,22786,0,Y,No,15,3,3,80,2,7,2,3,3,2,1,2,No,,,,PHL,L2
104963,2019,51,Travel_Rarely,1336,Corporate Functions,2,Diploma,1,380,2,Female,47,3,3,Married,17217,10082,2,Y,No,15,3,2,80,0,29,1,1,3,1,1,2,No,,,,VAN,L4
